Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"verifyElementVisible(findTestObject(""Object Repository/Compra de un grupo de productos con descuentos con cliente registrado/Page_Carrito -/bdi_27,00""))",Chrome 114.0.0.0,,,2023-07-05 20:05:21,2023-07-05 20:05:21,"0,436s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/Compra de un grupo de productos con descuentos con cliente registrado/Page_Carrito -/bdi_27,00""))",Chrome 114.0.0.0,,,2023-07-05 20:05:21,2023-07-05 20:05:22,"0,403s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/Compra de un grupo de productos con descuentos con cliente registrado/Page_Carrito -/ImagenVestidoPlaya""))",Chrome 114.0.0.0,,,2023-07-05 20:05:22,2023-07-05 20:05:22,"0,374s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/Compra de un grupo de productos con descuentos con cliente registrado/Page_Carrito -/a_GafasDeHombre""))",Chrome 114.0.0.0,,,2023-07-05 20:05:22,2023-07-05 20:05:22,"0,382s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/Compra de un grupo de productos con descuentos con cliente registrado/Page_Carrito -/bdi_90,00""))",Chrome 114.0.0.0,,,2023-07-05 20:05:22,2023-07-05 20:05:23,"0,428s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/Compra de un grupo de productos con descuentos con cliente registrado/Page_Carrito -/bdi_81,00""))",Chrome 114.0.0.0,,,2023-07-05 20:05:23,2023-07-05 20:05:23,"0,400s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/Compra de un grupo de productos con descuentos con cliente registrado/Page_Carrito -/bdi_81,00""))",Chrome 114.0.0.0,,,2023-07-05 20:05:23,2023-07-05 20:05:24,"0,390s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/Compra de un grupo de productos con descuentos con cliente registrado/Page_Carrito -/Cabecera_Total del carrito""))",Chrome 114.0.0.0,,,2023-07-05 20:05:24,2023-07-05 20:05:24,"0,379s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/Compra de un grupo de productos con descuentos con cliente registrado/Page_Carrito -/th_Subtotal""))",Chrome 114.0.0.0,,,2023-07-05 20:05:24,2023-07-05 20:05:24,"0,355s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/Compra de un grupo de productos con descuentos con cliente registrado/Page_Carrito -/td_139,50""))",Chrome 114.0.0.0,,,2023-07-05 20:05:24,2023-07-05 20:05:25,"0,412s",PASSED
"click(findTestObject(""Object Repository/Compra de un grupo de productos con descuentos con cliente registrado/Page_Carrito -/div_TotalDeCarrito""))",Chrome 114.0.0.0,,,2023-07-05 20:05:25,2023-07-05 20:05:25,"0,418s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/Compra de un grupo de productos con descuentos con cliente registrado/Page_Carrito -/th_Envo""))",Chrome 114.0.0.0,,,2023-07-05 20:05:25,2023-07-05 20:05:26,"0,382s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/Compra de un grupo de productos con descuentos con cliente registrado/Page_Carrito -/PrecioDeEnvio""))",Chrome 114.0.0.0,,,2023-07-05 20:05:26,2023-07-05 20:05:26,"0,391s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/Compra de un grupo de productos con descuentos con cliente registrado/Page_Carrito -/label_OpcionesDeEnvio""))",Chrome 114.0.0.0,,,2023-07-05 20:05:26,2023-07-05 20:05:26,"0,430s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/Compra de un grupo de productos con descuentos con cliente registrado/Page_Carrito -/a_CalcularEnvio""))",Chrome 114.0.0.0,,,2023-07-05 20:05:26,2023-07-05 20:05:27,"0,422s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/Compra de un grupo de productos con descuentos con cliente registrado/Page_Carrito -/th_Impuestos (estimado para Espaa)""))",Chrome 114.0.0.0,,,2023-07-05 20:05:27,2023-07-05 20:05:27,"0,422s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/Compra de un grupo de productos con descuentos con cliente registrado/Page_Carrito -/td_0,00""))",Chrome 114.0.0.0,,,2023-07-05 20:05:27,2023-07-05 20:05:28,"0,398s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/Compra de un grupo de productos con descuentos con cliente registrado/Page_Carrito -/th_Total""))",Chrome 114.0.0.0,,,2023-07-05 20:05:28,2023-07-05 20:05:28,"0,441s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/Compra de un grupo de productos con descuentos con cliente registrado/Page_Carrito -/td_142,50""))",Chrome 114.0.0.0,,,2023-07-05 20:05:28,2023-07-05 20:05:29,"0,388s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/Compra de un grupo de productos con descuentos con cliente registrado/Page_Carrito -/a_FinalizarCompra""))",Chrome 114.0.0.0,,,2023-07-05 20:05:29,2023-07-05 20:05:29,"0,403s",PASSED
Video,Chrome 114.0.0.0,,,2023-07-05 20:05:31,2023-07-05 20:05:31,"0,001s",PASSED
,,,,,,,
Test Cases/ScriptsComunes/ComprobacionPaginaCheckout,Chrome 114.0.0.0,,,2023-07-05 20:05:31,2023-07-05 20:05:56,"25,401s",PASSED
"click(findTestObject(""Object Repository/Compra de un grupo de productos con descuentos con cliente registrado/Page_Carrito -/a_FinalizarCompra""))",Chrome 114.0.0.0,,,2023-07-05 20:05:32,2023-07-05 20:05:35,"3,224s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Compra de un grupo de productos con descuentos con cliente registrado/Page_Checkout -/a_Haz clic aqu para acceder""), 1)",Chrome 114.0.0.0,,,2023-07-05 20:05:35,2023-07-05 20:05:36,"1,073s",PASSED
"rightClick(findTestObject(""Object Repository/Compra de un grupo de productos con descuentos con cliente registrado/Page_Checkout -/a_Haz clic aqu para introducir tu cdigo""))",Chrome 114.0.0.0,,,2023-07-05 20:05:36,2023-07-05 20:05:36,"0,554s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Compra de un grupo de productos con descuentos con cliente registrado/Page_Checkout -/a_Haz clic aqu para introducir tu cdigo""), 1)",Chrome 114.0.0.0,,,2023-07-05 20:05:36,2023-07-05 20:05:37,"0,399s",PASSED
"verifyElementText(findTestObject(""Object Repository/Compra de un grupo de productos con descuentos con cliente registrado/Page_Checkout -/a_sala aqu""), ""¡Úsala aquí!"")",Chrome 114.0.0.0,,,2023-07-05 20:05:37,2023-07-05 20:05:37,"0,383s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/Compra de un grupo de productos con descuentos con cliente registrado/Page_Checkout -/h3_Detalles de facturacin""))",Chrome 114.0.0.0,,,2023-07-05 20:05:37,2023-07-05 20:05:38,"0,405s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/Compra de un grupo de productos con descuentos con cliente registrado/Page_Checkout -/SuscripcionBoletin""))",Chrome 114.0.0.0,,,2023-07-05 20:05:38,2023-07-05 20:05:38,"0,416s",PASSED
"scrollToElement(findTestObject(""Compra de un grupo de productos con descuentos con cliente registrado/Page_Checkout -/BotonRealizarPedido""), 0)",Chrome 114.0.0.0,,,2023-07-05 20:05:38,2023-07-05 20:05:38,"0,377s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/Compra de un grupo de productos con descuentos con cliente registrado/Page_Checkout -/span_Enviar a una direccin diferente""))",Chrome 114.0.0.0,,,2023-07-05 20:05:38,2023-07-05 20:05:39,"0,424s",PASSED
"scrollToElement(findTestObject(""Compra de un grupo de productos con descuentos con cliente registrado/Page_Checkout -/label_Nombre""), 2)",Chrome 114.0.0.0,,,2023-07-05 20:05:39,2023-07-05 20:05:39,"0,416s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/Compra de un grupo de productos con descuentos con cliente registrado/Page_Checkout -/label_Nombre""))",Chrome 114.0.0.0,,,2023-07-05 20:05:39,2023-07-05 20:05:40,"0,408s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/Compra de un grupo de productos con descuentos con cliente registrado/Page_Checkout -/label_Apellidos""))",Chrome 114.0.0.0,,,2023-07-05 20:05:40,2023-07-05 20:05:40,"0,385s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/Compra de un grupo de productos con descuentos con cliente registrado/Page_Checkout -/Nombre""))",Chrome 114.0.0.0,,,2023-07-05 20:05:40,2023-07-05 20:05:40,"0,419s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/Compra de un grupo de productos con descuentos con cliente registrado/Page_Checkout -/Apellido""))",Chrome 114.0.0.0,,,2023-07-05 20:05:40,2023-07-05 20:05:41,"0,434s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/Compra de un grupo de productos con descuentos con cliente registrado/Page_Checkout -/label_Pas  Regin""))",Chrome 114.0.0.0,,,2023-07-05 20:05:41,2023-07-05 20:05:41,"0,449s",PASSED
